R.A.,Dec.,Model-predicted confidence,Anomaly score,Flag
244.753153 ,11.339630 ,0.7833 ,0.0531 ,0
270.065052 ,23.978955 ,0.7833 ,0.2087 ,0
213.596939 ,10.579334 ,0.7833 ,0.1420 ,0
174.949155 ,55.783745 ,0.7833 ,0.2683 ,0
120.444467 ,17.990621 ,0.7833 ,0.2087 ,0
252.723758 ,47.217820 ,0.7832 ,0.1095 ,0
123.538993 ,65.442563 ,0.7832 ,0.0640 ,0
358.789424 ,9.066974 ,0.7832 ,0.4512 ,0
264.213072 ,28.957583 ,0.7832 ,0.1886 ,0
245.237448 ,37.978976 ,0.7832 ,0.2032 ,0
246.950031 ,55.126667 ,0.7832 ,0.0595 ,0
243.961709 ,16.669964 ,0.7832 ,0.0603 ,0
122.860523 ,7.192974 ,0.7832 ,0.0742 ,0
199.456860 ,62.582633 ,0.7832 ,0.1056 ,0
16.930097 ,2.165743 ,0.7832 ,0.1843 ,0
151.519732 ,7.466326 ,0.7832 ,0.0747 ,0
125.264200 ,24.643708 ,0.7832 ,0.0517 ,0
165.373643 ,-18.141659 ,0.7832 ,0.0160 ,0
34.764150 ,-3.699099 ,0.7832 ,0.0605 ,0
358.115262 ,-7.277406 ,0.7832 ,0.1011 ,0
27.477976 ,5.981703 ,0.7832 ,0.0905 ,0
229.721218 ,57.397178 ,0.7832 ,0.2284 ,0
220.407274 ,-1.970206 ,0.7832 ,0.0514 ,0
331.453010 ,2.111920 ,0.7832 ,0.1899 ,0
173.533329 ,4.812652 ,0.7832 ,0.0431 ,0
232.462870 ,59.350742 ,0.7831 ,0.0424 ,0
18.292029 ,6.556373 ,0.7831 ,0.0702 ,0
192.079352 ,35.211235 ,0.7831 ,0.0640 ,0
260.492920 ,34.248717 ,0.7831 ,0.0387 ,0
316.215267 ,-8.916784 ,0.7831 ,0.1675 ,0
168.085342 ,61.755708 ,0.7831 ,0.0512 ,0
238.003177 ,50.431902 ,0.7831 ,0.2395 ,0
161.346441 ,38.803315 ,0.7831 ,0.0965 ,0
240.081274 ,35.581039 ,0.7831 ,0.0610 ,0
258.562992 ,30.589892 ,0.7831 ,0.0804 ,0
167.291340 ,25.488345 ,0.7831 ,0.0916 ,0
28.241251 ,26.735525 ,0.7831 ,0.0489 ,0
19.238696 ,19.020125 ,0.7831 ,0.1755 ,0
239.056384 ,25.783726 ,0.7831 ,0.1154 ,0
319.305787 ,-0.389264 ,0.7831 ,0.0289 ,0
214.315931 ,59.277798 ,0.7831 ,0.0575 ,0
149.503527 ,11.592535 ,0.7831 ,0.0807 ,0
201.232462 ,13.975352 ,0.7831 ,0.0849 ,0
204.334511 ,16.176536 ,0.7831 ,0.0880 ,0
214.696757 ,6.747104 ,0.7831 ,0.0649 ,0
182.518534 ,58.070184 ,0.7831 ,0.0623 ,0
191.921687 ,20.904673 ,0.7831 ,0.2173 ,0
8.289233 ,7.966738 ,0.7831 ,0.1982 ,0
314.575756 ,9.221452 ,0.7831 ,0.7239 ,0
337.213603 ,39.257632 ,0.7831 ,0.0549 ,0
261.454382 ,26.772772 ,0.7831 ,0.0356 ,0
181.368687 ,31.434710 ,0.7830 ,0.0742 ,0
143.543090 ,30.313460 ,0.7830 ,0.0302 ,0
35.319613 ,2.086204 ,0.7830 ,0.3426 ,0
144.512079 ,35.188282 ,0.7830 ,0.0566 ,0
226.667723 ,47.288227 ,0.7830 ,0.0858 ,0
144.127394 ,15.549210 ,0.7830 ,0.1890 ,0
206.733523 ,20.026247 ,0.7830 ,0.0255 ,0
253.069394 ,45.062472 ,0.7830 ,0.0454 ,0
155.023966 ,5.922586 ,0.7830 ,0.0257 ,0
1.357175 ,3.407060 ,0.7830 ,0.0442 ,0
184.483186 ,50.605600 ,0.7830 ,0.0854 ,0
227.893033 ,29.893418 ,0.7830 ,0.0563 ,0
169.756388 ,21.768360 ,0.7830 ,0.0964 ,0
185.311762 ,48.910997 ,0.7830 ,0.0395 ,0
264.013189 ,58.934366 ,0.7829 ,0.0418 ,0
357.901191 ,-0.982371 ,0.7829 ,0.0615 ,0
173.940021 ,-6.449461 ,0.7829 ,0.0259 ,0
168.626674 ,-1.043591 ,0.7829 ,0.0847 ,0
147.840022 ,47.025631 ,0.7829 ,0.0389 ,0
206.561041 ,55.867894 ,0.7829 ,0.0728 ,0
236.942640 ,41.661714 ,0.7829 ,0.0723 ,0
269.717619 ,39.413077 ,0.7829 ,0.2052 ,0
149.959440 ,41.082603 ,0.7829 ,0.0718 ,0
267.645613 ,45.812100 ,0.7829 ,0.2646 ,0
38.954733 ,2.085309 ,0.7829 ,0.0502 ,0
192.192086 ,49.873110 ,0.7829 ,0.0818 ,0
0.537257 ,32.870005 ,0.7829 ,0.1081 ,0
176.437005 ,48.637527 ,0.7829 ,0.0380 ,0
152.706853 ,7.900401 ,0.7829 ,0.0687 ,0
356.706882 ,8.824893 ,0.7829 ,0.2113 ,0
224.941081 ,29.486420 ,0.7829 ,0.0418 ,0
20.345188 ,4.891861 ,0.7828 ,0.0978 ,0
19.855747 ,12.227052 ,0.7828 ,0.0570 ,0
209.892541 ,15.807464 ,0.7828 ,0.0771 ,0
209.566265 ,16.810985 ,0.7828 ,0.4527 ,0
195.492086 ,8.320951 ,0.7828 ,0.1317 ,0
168.718153 ,36.421287 ,0.7828 ,0.1156 ,0
207.528255 ,48.395828 ,0.7828 ,0.0344 ,0
311.363169 ,-0.111046 ,0.7828 ,0.0944 ,0
251.315065 ,63.342946 ,0.7828 ,0.0447 ,0
167.324200 ,5.092681 ,0.7828 ,0.1395 ,0
20.339796 ,34.740340 ,0.7828 ,0.0250 ,0
244.276145 ,12.625909 ,0.7828 ,0.0736 ,0
34.181234 ,-0.563502 ,0.7828 ,0.0696 ,0
223.773104 ,4.035399 ,0.7828 ,0.2273 ,0
11.682367 ,-3.777082 ,0.7828 ,0.0850 ,0
12.467733 ,25.944297 ,0.7828 ,0.0638 ,0
146.657167 ,21.464025 ,0.7828 ,0.1554 ,0
229.246475 ,20.883230 ,0.7828 ,0.0311 ,0
227.451524 ,9.692556 ,0.7828 ,0.0178 ,0
241.340526 ,56.968874 ,0.7828 ,0.2690 ,0
42.405444 ,0.732925 ,0.7828 ,0.2532 ,0
2.971783 ,30.959018 ,0.7828 ,0.0788 ,0
182.946254 ,22.815942 ,0.7827 ,0.0455 ,0
237.073263 ,5.914691 ,0.7827 ,0.0619 ,0
138.504997 ,3.446929 ,0.7827 ,3.6810 ,0
267.348762 ,52.694697 ,0.7827 ,0.1900 ,0
173.755164 ,-4.164304 ,0.7827 ,0.0279 ,0
247.341337 ,18.452312 ,0.7827 ,0.1140 ,0
1.025024 ,-3.733954 ,0.7827 ,0.0280 ,0
119.771943 ,12.419752 ,0.7827 ,0.0697 ,0
136.912446 ,28.635934 ,0.7827 ,0.4707 ,0
183.625700 ,14.253460 ,0.7827 ,0.1053 ,0
233.983454 ,30.243915 ,0.7827 ,0.0601 ,0
127.582540 ,12.974391 ,0.7827 ,0.0656 ,0
244.225456 ,39.325434 ,0.7827 ,0.3004 ,0
173.180871 ,-6.355835 ,0.7827 ,0.0592 ,0
176.407375 ,21.153523 ,0.7827 ,0.0614 ,0
231.738065 ,41.866803 ,0.7827 ,0.0573 ,0
203.414192 ,39.643022 ,0.7827 ,0.1775 ,0
34.662889 ,-11.381419 ,0.7827 ,0.0807 ,0
355.375841 ,20.718157 ,0.7827 ,0.1485 ,0
50.097668 ,1.259620 ,0.7827 ,0.1867 ,0
143.261243 ,18.435400 ,0.7827 ,0.0430 ,0
31.823472 ,-18.419028 ,0.7827 ,0.0748 ,0
265.161005 ,50.625170 ,0.7827 ,0.0308 ,0
236.608032 ,58.496028 ,0.7826 ,0.0305 ,0
181.226468 ,63.196289 ,0.7826 ,0.0576 ,0
199.473430 ,8.052560 ,0.7826 ,0.0436 ,0
166.211516 ,33.725901 ,0.7826 ,0.1065 ,0
121.401068 ,34.866175 ,0.7826 ,0.2177 ,0
320.095343 ,1.054235 ,0.7826 ,0.0490 ,0
186.687839 ,27.912319 ,0.7826 ,0.1802 ,0
170.641320 ,58.724912 ,0.7826 ,0.1338 ,0
152.128560 ,20.641756 ,0.7826 ,0.1196 ,0
226.559758 ,8.434376 ,0.7826 ,0.0405 ,0
172.329663 ,56.353086 ,0.7826 ,0.0495 ,0
314.328502 ,8.383027 ,0.7826 ,0.2033 ,0
179.698639 ,4.017213 ,0.7826 ,0.1382 ,0
18.534515 ,-1.920491 ,0.7826 ,0.1846 ,0
196.493516 ,40.357969 ,0.7826 ,0.0898 ,0
177.722333 ,-0.635510 ,0.7826 ,0.0400 ,0
231.301640 ,26.352021 ,0.7826 ,0.2016 ,0
211.565249 ,6.098017 ,0.7825 ,0.1322 ,0
271.897227 ,41.916555 ,0.7825 ,0.1032 ,0
189.162552 ,33.641579 ,0.7825 ,0.0322 ,0
127.045875 ,-0.689240 ,0.7825 ,0.0703 ,0
211.038904 ,29.659052 ,0.7825 ,0.0862 ,0
50.378084 ,0.193477 ,0.7825 ,0.1235 ,0
261.170278 ,26.520726 ,0.7825 ,0.2678 ,0
31.224368 ,-14.027127 ,0.7825 ,0.1228 ,0
212.964025 ,8.499993 ,0.7825 ,0.2142 ,0
317.380492 ,6.639269 ,0.7825 ,0.0516 ,0
216.207602 ,8.699103 ,0.7825 ,0.0390 ,0
243.973595 ,26.872060 ,0.7825 ,0.1879 ,0
4.769198 ,28.773257 ,0.7825 ,0.0323 ,0
112.178472 ,43.223394 ,0.7825 ,0.0341 ,0
134.010747 ,12.486897 ,0.7825 ,0.0437 ,0
194.347593 ,13.667634 ,0.7825 ,0.0559 ,0
222.324206 ,37.201286 ,0.7825 ,0.1274 ,0
10.108993 ,8.725393 ,0.7825 ,0.0741 ,0
338.790194 ,-2.853649 ,0.7825 ,0.0834 ,0
244.399748 ,13.863353 ,0.7824 ,0.1185 ,0
353.624565 ,23.554056 ,0.7824 ,0.1029 ,0
6.216023 ,31.542997 ,0.7824 ,0.1717 ,0
352.184016 ,2.446750 ,0.7824 ,0.0392 ,0
221.732112 ,32.039716 ,0.7824 ,0.0342 ,0
155.290175 ,61.038437 ,0.7824 ,0.1013 ,0
188.207547 ,47.644782 ,0.7824 ,0.0548 ,0
216.836904 ,0.220210 ,0.7824 ,0.0562 ,0
243.125847 ,34.366515 ,0.7824 ,0.0279 ,0
243.237230 ,56.370802 ,0.7824 ,0.1289 ,0
177.687966 ,20.519060 ,0.7824 ,0.0549 ,0
219.952843 ,20.100720 ,0.7824 ,0.0977 ,0
241.794545 ,33.291773 ,0.7824 ,0.0287 ,0
335.375312 ,0.115411 ,0.7824 ,0.4252 ,0
329.345600 ,20.962615 ,0.7824 ,0.0790 ,0
117.602495 ,50.196752 ,0.7824 ,0.0844 ,0
250.328315 ,33.284687 ,0.7824 ,0.1668 ,0
343.380100 ,-9.658963 ,0.7824 ,0.0727 ,0
8.692683 ,22.779348 ,0.7824 ,0.3747 ,0
245.720302 ,15.538495 ,0.7824 ,0.0374 ,0
315.343455 ,-0.540704 ,0.7823 ,0.0953 ,0
143.077193 ,35.947123 ,0.7823 ,0.1202 ,0
154.289374 ,36.201636 ,0.7823 ,0.1173 ,0
219.828149 ,39.515343 ,0.7823 ,0.0342 ,0
211.675712 ,15.769180 ,0.7823 ,0.0460 ,0
13.219590 ,-10.064007 ,0.7823 ,0.1522 ,0
232.561485 ,24.009597 ,0.7823 ,0.0617 ,0
271.011793 ,47.058335 ,0.7823 ,0.2864 ,0
126.401483 ,53.339576 ,0.7823 ,0.1174 ,0
199.895727 ,49.444048 ,0.7823 ,0.0415 ,0
41.569378 ,-7.976732 ,0.7823 ,0.3270 ,0
251.836266 ,40.072070 ,0.7823 ,0.1426 ,0
185.915143 ,-2.202332 ,0.7823 ,0.0679 ,0
195.187413 ,11.863891 ,0.7823 ,0.1511 ,0
1.146617 ,-3.955155 ,0.7823 ,0.0381 ,0
183.452277 ,58.832988 ,0.7823 ,0.0798 ,0
358.283182 ,10.659451 ,0.7823 ,0.1220 ,0
192.335453 ,24.563241 ,0.7823 ,0.0700 ,0
194.776112 ,8.007096 ,0.7823 ,0.0436 ,0
209.686264 ,2.456827 ,0.7823 ,0.4181 ,0
254.465776 ,48.981401 ,0.7823 ,0.1501 ,0
213.516659 ,-1.995243 ,0.7823 ,0.1050 ,0
154.585950 ,20.997433 ,0.7822 ,0.0529 ,0
170.819093 ,20.267320 ,0.7822 ,0.0965 ,0
351.826339 ,19.356689 ,0.7822 ,0.1604 ,0
211.736501 ,-0.421862 ,0.7822 ,0.0352 ,0
169.491377 ,7.161943 ,0.7822 ,0.0730 ,0
348.725720 ,-2.532745 ,0.7822 ,0.1145 ,0
183.187587 ,26.040160 ,0.7822 ,0.0845 ,0
203.677163 ,22.327006 ,0.7822 ,0.0870 ,0
335.855642 ,16.077421 ,0.7822 ,0.1269 ,0
28.381203 ,18.385056 ,0.7822 ,0.1718 ,0
172.702326 ,-3.524385 ,0.7822 ,0.2014 ,0
323.739880 ,-8.199366 ,0.7822 ,0.1412 ,0
343.236924 ,6.328291 ,0.7822 ,0.0483 ,0
116.115913 ,47.731024 ,0.7822 ,0.3933 ,0
273.238978 ,63.528550 ,0.7822 ,0.0908 ,0
171.203220 ,3.234565 ,0.7822 ,0.0507 ,0
218.863068 ,44.950201 ,0.7822 ,0.0561 ,0
124.504147 ,59.141552 ,0.7822 ,0.2722 ,0
353.887533 ,34.692481 ,0.7822 ,1.5442 ,0
357.693852 ,2.548119 ,0.7822 ,0.0995 ,0
27.263966 ,-8.349042 ,0.7822 ,0.1410 ,0
203.635969 ,36.048165 ,0.7822 ,0.3405 ,0
33.491302 ,4.543908 ,0.7822 ,0.0939 ,0
170.914696 ,56.840977 ,0.7822 ,0.0430 ,0
117.518435 ,65.072150 ,0.7822 ,0.3824 ,0
118.890759 ,12.365210 ,0.7821 ,0.0506 ,0
242.403187 ,13.568402 ,0.7821 ,0.1369 ,0
262.479725 ,34.257596 ,0.7821 ,0.1249 ,0
145.626167 ,33.849435 ,0.7821 ,0.1472 ,0
24.332055 ,5.079278 ,0.7821 ,0.0240 ,0
27.145418 ,13.338930 ,0.7821 ,0.0355 ,0
132.227288 ,1.932176 ,0.7821 ,0.0328 ,0
7.831221 ,1.756270 ,0.7821 ,0.1449 ,0
137.729652 ,41.429523 ,0.7821 ,0.2572 ,0
173.044365 ,21.735124 ,0.7821 ,0.0429 ,0
188.441554 ,13.378634 ,0.7821 ,0.1032 ,0
164.424136 ,35.188703 ,0.7821 ,0.0576 ,0
235.310875 ,31.700717 ,0.7821 ,0.0481 ,0
203.526414 ,34.034667 ,0.7821 ,0.0412 ,0
257.736410 ,26.809671 ,0.7821 ,0.0547 ,0
232.787452 ,54.927286 ,0.7821 ,0.0220 ,0
143.233659 ,22.270330 ,0.7821 ,0.0490 ,0
144.267669 ,33.591136 ,0.7821 ,0.2177 ,0
130.685369 ,41.675916 ,0.7820 ,0.0590 ,0
119.966626 ,50.837529 ,0.7820 ,0.4849 ,0
206.829175 ,3.132888 ,0.7820 ,0.0653 ,0
11.019557 ,25.316988 ,0.7820 ,0.0635 ,0
144.273090 ,47.947944 ,0.7820 ,0.0599 ,0
162.046277 ,0.151967 ,0.7820 ,0.0862 ,0
240.250806 ,18.768268 ,0.7820 ,0.0770 ,0
217.317539 ,0.565392 ,0.7820 ,0.1502 ,0
205.751397 ,41.927123 ,0.7820 ,1.9306 ,0
199.746066 ,24.639058 ,0.7820 ,0.0539 ,0
175.777979 ,55.660826 ,0.7820 ,0.2248 ,0
7.732226 ,25.303095 ,0.7820 ,0.0377 ,0
120.009044 ,55.761375 ,0.7820 ,0.0663 ,0
152.096557 ,31.249805 ,0.7820 ,0.0287 ,0
245.557098 ,34.056552 ,0.7820 ,0.0322 ,0
226.303899 ,45.239861 ,0.7820 ,0.0571 ,0
10.773980 ,-1.554949 ,0.7820 ,0.1465 ,0
223.678443 ,12.335399 ,0.7820 ,0.1358 ,0
209.284507 ,-9.437117 ,0.7820 ,0.0846 ,0
194.319850 ,0.865167 ,0.7820 ,0.0834 ,0
119.442527 ,32.576228 ,0.7820 ,0.1601 ,0
218.872522 ,22.406269 ,0.7820 ,0.1475 ,0
252.031443 ,43.040055 ,0.7820 ,0.0979 ,0
180.415496 ,7.870518 ,0.7820 ,0.0367 ,0
209.572224 ,29.976216 ,0.7820 ,0.1948 ,0
160.529464 ,4.434668 ,0.7819 ,0.1936 ,0
145.730745 ,6.501906 ,0.7819 ,0.0435 ,0
183.352038 ,54.860046 ,0.7819 ,0.0373 ,0
241.210005 ,28.297873 ,0.7819 ,0.0617 ,0
355.083316 ,-6.439913 ,0.7819 ,0.0934 ,0
211.565692 ,-14.658828 ,0.7819 ,0.0772 ,0
325.902903 ,-3.404964 ,0.7819 ,0.2789 ,0
234.426832 ,52.259990 ,0.7819 ,0.0777 ,0
118.902166 ,54.130732 ,0.7819 ,0.0509 ,0
127.667091 ,28.063188 ,0.7819 ,0.7045 ,0
127.887467 ,47.829494 ,0.7819 ,0.1129 ,0
149.572271 ,3.782629 ,0.7819 ,0.0351 ,0
23.915003 ,-10.397471 ,0.7819 ,0.0363 ,0
340.254109 ,-4.911294 ,0.7819 ,0.0904 ,0
255.034392 ,33.669076 ,0.7819 ,0.0463 ,0
146.074883 ,58.094612 ,0.7819 ,0.0554 ,0
235.986815 ,13.861327 ,0.7819 ,0.0639 ,0
168.493766 ,58.364597 ,0.7819 ,0.0445 ,0
230.695099 ,37.700304 ,0.7819 ,0.4774 ,0
122.580775 ,39.690344 ,0.7818 ,0.0745 ,0
204.255159 ,48.198048 ,0.7818 ,0.0383 ,0
139.590740 ,28.280171 ,0.7818 ,0.1311 ,0
248.014834 ,24.279569 ,0.7818 ,0.1543 ,0
213.747605 ,15.527732 ,0.7818 ,0.1241 ,0
197.721694 ,-0.673989 ,0.7818 ,0.0250 ,0
193.099408 ,18.133228 ,0.7818 ,0.0552 ,0
237.509684 ,47.678324 ,0.7818 ,0.0625 ,0
330.234359 ,1.389417 ,0.7818 ,0.0870 ,0
245.650999 ,48.214840 ,0.7818 ,0.0345 ,0
170.513252 ,44.263247 ,0.7818 ,0.0562 ,0
252.590711 ,24.872652 ,0.7818 ,0.0550 ,0
309.443664 ,3.486222 ,0.7818 ,0.2080 ,0
358.314920 ,19.391676 ,0.7818 ,0.3640 ,0
149.636872 ,58.207764 ,0.7818 ,0.0862 ,0
173.720648 ,48.267842 ,0.7818 ,0.2566 ,0
344.617843 ,-10.558962 ,0.7818 ,0.4576 ,0
247.401522 ,52.723051 ,0.7818 ,0.0221 ,0
32.376920 ,-19.104805 ,0.7818 ,0.0555 ,0
169.252241 ,29.303767 ,0.7818 ,0.3155 ,0
122.207569 ,47.476728 ,0.7818 ,0.0429 ,0
328.218508 ,14.417504 ,0.7817 ,0.1892 ,0
241.387896 ,54.529221 ,0.7817 ,0.0934 ,0
187.862790 ,38.344292 ,0.7817 ,0.1386 ,0
197.664567 ,45.975538 ,0.7817 ,0.0798 ,0
0.364143 ,24.672485 ,0.7817 ,0.6088 ,0
129.350035 ,-3.161623 ,0.7817 ,0.0455 ,0
165.485672 ,34.480506 ,0.7817 ,0.0826 ,0
156.008918 ,52.907482 ,0.7817 ,0.1204 ,0
257.974128 ,20.264078 ,0.7817 ,0.4362 ,0
208.662878 ,9.830787 ,0.7817 ,0.0227 ,0
214.109475 ,21.993657 ,0.7817 ,0.0547 ,0
209.319686 ,38.227169 ,0.7817 ,0.0681 ,0
182.620736 ,36.807657 ,0.7817 ,0.0479 ,0
251.254843 ,25.840009 ,0.7816 ,0.1688 ,0
183.123170 ,39.928609 ,0.7816 ,0.0688 ,0
228.493749 ,39.330794 ,0.7816 ,0.0892 ,0
209.415624 ,3.057864 ,0.7816 ,0.0568 ,0
33.233108 ,-5.772350 ,0.7816 ,0.2398 ,0
189.746302 ,32.326110 ,0.7816 ,0.0548 ,0
165.469431 ,6.066855 ,0.7816 ,0.1882 ,0
55.356386 ,17.133018 ,0.7816 ,0.0689 ,0
161.351733 ,21.653768 ,0.7816 ,0.1964 ,0
143.873240 ,28.779798 ,0.7816 ,0.1193 ,0
134.830132 ,53.526173 ,0.7816 ,0.1362 ,0
212.669486 ,30.156945 ,0.7816 ,0.0992 ,0
161.996137 ,35.953904 ,0.7816 ,0.0662 ,0
239.132788 ,45.866844 ,0.7816 ,0.0352 ,0
195.986453 ,46.485729 ,0.7816 ,0.1589 ,0
241.927085 ,14.870409 ,0.7816 ,0.1635 ,0
137.403611 ,21.035491 ,0.7816 ,0.2534 ,0
213.442540 ,49.564658 ,0.7816 ,0.0365 ,0
355.835968 ,-5.613222 ,0.7816 ,0.0384 ,0
164.806980 ,22.189556 ,0.7816 ,0.1171 ,0
189.614572 ,29.436130 ,0.7816 ,0.0633 ,0
357.432488 ,18.007541 ,0.7816 ,0.0643 ,0
148.253506 ,43.100028 ,0.7816 ,0.0534 ,0
38.657625 ,3.245275 ,0.7816 ,0.0328 ,0
208.885984 ,10.450625 ,0.7816 ,0.0673 ,0
159.986764 ,15.625833 ,0.7816 ,0.0516 ,0
128.965577 ,6.249285 ,0.7816 ,0.0585 ,0
263.726844 ,25.655047 ,0.7816 ,0.2814 ,0
145.149218 ,39.257213 ,0.7815 ,0.0299 ,0
195.968573 ,10.972321 ,0.7815 ,0.2805 ,0
248.542233 ,25.086678 ,0.7815 ,0.1021 ,0
213.055495 ,54.174892 ,0.7815 ,0.0796 ,0
175.103218 ,15.273194 ,0.7815 ,0.0496 ,0
221.048423 ,9.958961 ,0.7815 ,0.0805 ,0
164.429160 ,20.691657 ,0.7815 ,0.0608 ,0
322.176953 ,-6.110221 ,0.7815 ,0.1203 ,0
1.450918 ,-0.511294 ,0.7815 ,0.0627 ,0
30.149835 ,-6.220633 ,0.7815 ,0.0851 ,0
226.869701 ,9.133103 ,0.7815 ,0.0889 ,0
226.707519 ,10.256692 ,0.7815 ,0.1022 ,0
153.290618 ,49.547687 ,0.7815 ,0.0490 ,0
4.726138 ,-5.616038 ,0.7815 ,0.0628 ,0
176.118741 ,71.083165 ,0.7815 ,0.0427 ,0
130.811125 ,29.634513 ,0.7815 ,0.0743 ,0
329.998733 ,17.974136 ,0.7815 ,0.1915 ,0
163.281520 ,27.716759 ,0.7815 ,0.0706 ,0
341.192201 ,-0.281948 ,0.7815 ,0.0655 ,0
36.238294 ,44.866427 ,0.7815 ,0.1030 ,0
148.215763 ,14.783583 ,0.7815 ,0.0552 ,0
123.139240 ,55.942234 ,0.7815 ,0.4557 ,0
232.100993 ,5.262661 ,0.7814 ,0.0755 ,0
184.759466 ,-1.349662 ,0.7814 ,0.0507 ,0
119.771098 ,17.395072 ,0.7814 ,0.1237 ,0
234.238944 ,40.147131 ,0.7814 ,0.0362 ,0
148.284051 ,54.362119 ,0.7814 ,0.1487 ,0
215.368046 ,21.508031 ,0.7814 ,0.0881 ,0
216.966386 ,64.846117 ,0.7814 ,0.0631 ,0
206.057205 ,58.758898 ,0.7814 ,0.0306 ,0
171.987590 ,-7.965997 ,0.7814 ,0.0404 ,0
205.816162 ,58.994375 ,0.7814 ,0.0351 ,0
245.916452 ,19.844775 ,0.7814 ,0.4117 ,0
201.020161 ,11.929761 ,0.7814 ,0.0960 ,0
255.706270 ,62.871004 ,0.7814 ,0.2854 ,0
140.752984 ,38.493514 ,0.7814 ,0.1559 ,0
181.435411 ,35.436605 ,0.7814 ,0.1824 ,0
239.158380 ,24.810434 ,0.7814 ,0.1709 ,0
224.348724 ,-1.315979 ,0.7814 ,0.2106 ,0
263.576270 ,24.775024 ,0.7814 ,0.2185 ,0
216.054670 ,12.308859 ,0.7814 ,0.0967 ,0
180.953202 ,49.959470 ,0.7814 ,0.0510 ,0
214.044485 ,26.893952 ,0.7814 ,0.0546 ,0
210.060543 ,27.522743 ,0.7814 ,0.0372 ,0
20.807219 ,19.488541 ,0.7814 ,0.0975 ,0
222.728885 ,-0.369013 ,0.7813 ,0.1774 ,0
222.720783 ,4.659868 ,0.7813 ,0.0643 ,0
199.258777 ,1.805598 ,0.7813 ,0.3116 ,0
16.650035 ,-10.741770 ,0.7813 ,0.1077 ,0
113.865501 ,35.651066 ,0.7813 ,0.1723 ,0
183.606442 ,10.305734 ,0.7813 ,0.0608 ,0
214.797402 ,65.829526 ,0.7813 ,0.1055 ,0
38.659817 ,26.541530 ,0.7813 ,0.0284 ,0
246.904784 ,46.437612 ,0.7813 ,0.0361 ,0
172.622573 ,-7.470352 ,0.7813 ,0.4353 ,0
184.731826 ,34.864890 ,0.7813 ,0.0632 ,0
256.358980 ,74.683027 ,0.7813 ,0.0636 ,0
207.467103 ,33.408984 ,0.7813 ,0.0367 ,0
244.648334 ,25.274087 ,0.7813 ,0.0916 ,0
147.654780 ,38.716752 ,0.7813 ,0.1054 ,0
116.146270 ,18.327651 ,0.7813 ,0.2308 ,0
169.724883 ,6.343931 ,0.7813 ,0.1263 ,0
142.712701 ,3.637898 ,0.7813 ,0.1210 ,0
25.076089 ,3.331796 ,0.7813 ,0.0379 ,0
17.568766 ,29.200156 ,0.7813 ,0.1333 ,0
197.795427 ,31.785771 ,0.7813 ,0.0387 ,0
11.142867 ,30.354550 ,0.7813 ,0.1948 ,0
214.215352 ,17.596131 ,0.7813 ,0.0675 ,0
202.147765 ,11.515266 ,0.7813 ,0.0351 ,0
139.644841 ,35.138108 ,0.7813 ,0.0585 ,0
200.219825 ,14.537966 ,0.7813 ,0.0447 ,0
221.862451 ,60.295787 ,0.7813 ,0.0540 ,0
185.275062 ,11.595350 ,0.7813 ,0.2556 ,0
184.615220 ,12.696487 ,0.7813 ,0.3281 ,0
269.008992 ,44.060478 ,0.7813 ,0.0374 ,0
245.352364 ,43.272044 ,0.7813 ,0.0357 ,0
120.629925 ,30.395506 ,0.7813 ,0.0667 ,0
201.668571 ,-0.622152 ,0.7813 ,0.1022 ,0
20.392669 ,21.036394 ,0.7812 ,0.1370 ,0
104.306351 ,13.052888 ,0.7812 ,0.1882 ,0
129.693504 ,0.618045 ,0.7812 ,0.1604 ,0
264.425664 ,60.936878 ,0.7812 ,0.0373 ,0
171.561172 ,22.354870 ,0.7812 ,0.1111 ,0
235.439786 ,0.865774 ,0.7812 ,0.2635 ,0
124.376152 ,19.504236 ,0.7812 ,0.0334 ,0
213.121475 ,59.552034 ,0.7812 ,0.1091 ,0
212.777709 ,-1.905612 ,0.7812 ,4.4398 ,0
244.963376 ,40.632076 ,0.7812 ,0.0558 ,0
195.894899 ,36.395668 ,0.7812 ,0.0298 ,0
195.052941 ,39.068809 ,0.7812 ,0.0410 ,0
128.566951 ,-4.230193 ,0.7812 ,0.5259 ,0
179.228373 ,62.063369 ,0.7812 ,0.0687 ,0
164.189652 ,27.240089 ,0.7812 ,0.0664 ,0
168.104564 ,7.507214 ,0.7812 ,0.0668 ,0
194.953342 ,12.656829 ,0.7812 ,0.0978 ,0
159.681332 ,10.308290 ,0.7812 ,0.0399 ,0
151.211832 ,36.034907 ,0.7812 ,0.0388 ,0
247.816380 ,8.045494 ,0.7811 ,0.0458 ,0
191.717218 ,44.979609 ,0.7811 ,0.0207 ,0
350.031520 ,10.135697 ,0.7811 ,0.0685 ,0
256.355421 ,41.072028 ,0.7811 ,0.0782 ,0
203.796299 ,28.536221 ,0.7811 ,0.0717 ,0
356.601837 ,31.060212 ,0.7811 ,0.0823 ,0
171.092949 ,33.603981 ,0.7811 ,0.1009 ,0
138.928891 ,20.286126 ,0.7811 ,0.0318 ,0
155.293128 ,-0.947910 ,0.7811 ,0.0679 ,0
7.788914 ,4.636924 ,0.7811 ,0.0924 ,0
139.400545 ,15.687608 ,0.7811 ,0.2502 ,0
217.305201 ,-1.398388 ,0.7811 ,0.0536 ,0
