R.A.,Dec.,Model-predicted confidence,Anomaly score,Flag
147.237788 ,33.043279 ,0.8819 ,0.1853 ,0
351.174469 ,-2.791721 ,0.8775 ,0.1289 ,0
19.768418 ,-0.138547 ,0.8717 ,0.3517 ,0
210.675864 ,9.164149 ,0.8687 ,0.4142 ,0
332.464216 ,7.429644 ,0.8680 ,0.4868 ,0
202.637660 ,-1.659615 ,0.8639 ,0.2724 ,0
190.066722 ,-7.682345 ,0.8622 ,0.2797 ,0
233.652950 ,43.039372 ,0.8608 ,0.3442 ,0
254.346956 ,38.671456 ,0.8605 ,1.4301 ,0
204.009414 ,8.186349 ,0.8603 ,0.3557 ,0
211.839267 ,55.491370 ,0.8592 ,0.1170 ,0
228.918833 ,8.217672 ,0.8583 ,0.2326 ,0
163.481680 ,63.018207 ,0.8579 ,0.0605 ,0
127.830460 ,25.534116 ,0.8574 ,0.1511 ,0
232.191888 ,25.364135 ,0.8573 ,0.3447 ,0
120.933273 ,7.258355 ,0.8573 ,0.1803 ,0
184.513758 ,-0.010475 ,0.8569 ,0.1137 ,0
144.083768 ,17.190467 ,0.8554 ,0.5526 ,0
206.314283 ,-0.527811 ,0.8553 ,0.2073 ,0
26.331556 ,6.929275 ,0.8553 ,0.2845 ,0
25.660373 ,12.613218 ,0.8553 ,0.1355 ,0
35.221171 ,-1.278080 ,0.8553 ,0.0766 ,0
176.536994 ,12.879634 ,0.8546 ,0.1178 ,0
340.201061 ,-1.153808 ,0.8545 ,0.2575 ,0
36.255524 ,-10.593023 ,0.8538 ,0.1424 ,0
72.973523 ,-5.948295 ,0.8535 ,0.6187 ,0
130.059256 ,5.633789 ,0.8529 ,0.9988 ,0
171.852786 ,-10.686384 ,0.8523 ,0.2146 ,0
23.966015 ,-9.946169 ,0.8521 ,0.2746 ,0
195.702044 ,50.028125 ,0.8521 ,0.0743 ,0
173.531717 ,36.683082 ,0.8520 ,0.3320 ,0
218.439275 ,44.082180 ,0.8519 ,0.1346 ,0
163.533885 ,37.521284 ,0.8514 ,0.2096 ,0
218.160720 ,48.191434 ,0.8514 ,0.1436 ,0
322.804875 ,3.280774 ,0.8509 ,0.2593 ,0
252.286122 ,31.561426 ,0.8509 ,0.0929 ,0
219.938712 ,23.396518 ,0.8504 ,0.3229 ,0
201.146275 ,57.052701 ,0.8500 ,0.1907 ,0
179.691083 ,41.392791 ,0.8497 ,0.5961 ,0
235.962550 ,45.066867 ,0.8496 ,0.1370 ,0
202.331988 ,43.681932 ,0.8495 ,0.1426 ,0
336.551874 ,38.997653 ,0.8494 ,0.7649 ,0
209.169330 ,20.171444 ,0.8492 ,0.4016 ,0
12.714878 ,0.851340 ,0.8490 ,0.1944 ,0
330.966939 ,20.584454 ,0.8488 ,0.2100 ,0
339.650183 ,25.142819 ,0.8488 ,0.0831 ,0
205.644201 ,4.528915 ,0.8488 ,0.2337 ,0
201.100486 ,7.631238 ,0.8485 ,0.0718 ,0
186.765571 ,-1.514382 ,0.8485 ,0.3611 ,0
214.340102 ,-1.301739 ,0.8482 ,0.0971 ,0
213.335057 ,1.912503 ,0.8482 ,0.1334 ,0
128.101062 ,43.102207 ,0.8479 ,1.6287 ,0
22.603612 ,42.238969 ,0.8478 ,0.2636 ,0
307.533146 ,-19.799127 ,0.8477 ,0.1528 ,0
141.512218 ,24.520881 ,0.8473 ,0.1568 ,0
115.178577 ,27.202807 ,0.8472 ,0.2744 ,0
223.181313 ,11.672219 ,0.8470 ,0.1521 ,0
234.064541 ,-0.349322 ,0.8464 ,0.0739 ,0
191.119962 ,28.433077 ,0.8463 ,0.1148 ,0
228.990411 ,46.790645 ,0.8463 ,0.1392 ,0
159.884247 ,2.187757 ,0.8460 ,0.1527 ,0
171.400781 ,37.946876 ,0.8460 ,0.2521 ,0
264.381331 ,25.044094 ,0.8460 ,0.2844 ,0
123.800200 ,24.389646 ,0.8459 ,0.4855 ,0
26.454380 ,15.231692 ,0.8459 ,0.1020 ,0
139.902949 ,61.250431 ,0.8457 ,0.0829 ,0
208.473567 ,63.443617 ,0.8457 ,0.1022 ,0
159.739669 ,7.932747 ,0.8456 ,0.2008 ,0
139.420441 ,46.648869 ,0.8455 ,0.1073 ,0
234.222763 ,51.288626 ,0.8455 ,0.2337 ,0
36.751667 ,-2.694962 ,0.8454 ,0.2328 ,0
253.989444 ,41.619536 ,0.8448 ,0.0684 ,0
234.285928 ,20.146581 ,0.8448 ,0.2027 ,0
174.649375 ,62.970654 ,0.8446 ,0.2213 ,0
224.110216 ,2.347521 ,0.8444 ,0.2129 ,0
358.296929 ,26.664023 ,0.8443 ,0.1565 ,0
200.258171 ,33.064247 ,0.8443 ,0.1009 ,0
35.626542 ,-0.615457 ,0.8438 ,3.4361 ,0
219.915980 ,36.174673 ,0.8437 ,0.1192 ,0
173.275625 ,1.490362 ,0.8434 ,0.0824 ,0
7.139532 ,-1.180328 ,0.8433 ,0.0788 ,0
155.819193 ,9.225119 ,0.8433 ,0.1446 ,0
28.173669 ,-3.423953 ,0.8431 ,0.2094 ,0
198.036023 ,2.989247 ,0.8431 ,0.3991 ,0
270.311228 ,42.364616 ,0.8429 ,0.2607 ,0
28.764996 ,0.012573 ,0.8429 ,0.0677 ,0
151.530170 ,42.892073 ,0.8428 ,0.0988 ,0
120.049708 ,55.596206 ,0.8428 ,0.0822 ,0
188.089965 ,-22.938420 ,0.8427 ,0.1229 ,0
228.918833 ,8.217672 ,0.8425 ,0.0834 ,0
349.833825 ,29.973417 ,0.8422 ,0.3324 ,0
39.288939 ,20.926805 ,0.8422 ,0.0657 ,0
264.512745 ,49.617290 ,0.8417 ,0.0543 ,0
163.467785 ,21.763774 ,0.8417 ,0.0833 ,0
246.349784 ,43.766601 ,0.8415 ,0.1245 ,0
201.198408 ,58.488827 ,0.8412 ,0.2330 ,0
237.509017 ,7.875362 ,0.8410 ,0.0471 ,0
245.688198 ,38.752805 ,0.8409 ,0.0626 ,0
240.522388 ,18.648660 ,0.8408 ,0.0915 ,0
19.388357 ,-4.493891 ,0.8407 ,0.0713 ,0
0.155818 ,33.601449 ,0.8407 ,0.3265 ,0
229.157757 ,-0.024511 ,0.8406 ,0.2969 ,0
184.077645 ,-1.068967 ,0.8404 ,0.2597 ,0
232.562243 ,42.602448 ,0.8403 ,1.8551 ,0
268.592172 ,54.907596 ,0.8402 ,0.1639 ,0
22.553464 ,11.841612 ,0.8401 ,0.0990 ,0
359.818233 ,31.280778 ,0.8400 ,0.4065 ,0
179.597149 ,44.230688 ,0.8399 ,0.2139 ,0
131.695697 ,13.164011 ,0.8398 ,0.1913 ,0
354.073556 ,49.622491 ,0.8398 ,0.3704 ,0
159.124002 ,33.419459 ,0.8397 ,0.0717 ,0
43.058629 ,1.812026 ,0.8395 ,0.0911 ,0
203.139311 ,33.738435 ,0.8395 ,0.1433 ,0
136.110462 ,36.527959 ,0.8395 ,0.1043 ,0
140.914316 ,40.154603 ,0.8395 ,0.1159 ,0
176.058413 ,27.235787 ,0.8393 ,0.1470 ,0
1.659521 ,17.284687 ,0.8392 ,0.1912 ,0
215.992478 ,-1.128417 ,0.8390 ,0.1231 ,0
188.706035 ,38.892291 ,0.8390 ,0.1401 ,0
220.539293 ,55.568369 ,0.8389 ,0.2596 ,0
5.505726 ,-16.364770 ,0.8389 ,0.1502 ,0
169.887250 ,35.609824 ,0.8388 ,0.0825 ,0
246.430152 ,49.204722 ,0.8388 ,0.0860 ,0
27.838347 ,-2.346878 ,0.8388 ,0.0821 ,0
30.016216 ,14.120005 ,0.8385 ,0.0640 ,0
28.670583 ,15.153810 ,0.8385 ,0.0879 ,0
202.010803 ,9.125016 ,0.8385 ,0.1037 ,0
197.677870 ,21.367110 ,0.8385 ,0.2133 ,0
211.766751 ,10.642933 ,0.8385 ,0.3938 ,0
147.117387 ,31.287265 ,0.8384 ,0.0499 ,0
185.191550 ,11.894650 ,0.8383 ,0.2985 ,0
214.851022 ,45.958398 ,0.8382 ,0.1483 ,0
44.035538 ,27.700703 ,0.8380 ,0.2955 ,0
209.815465 ,41.726584 ,0.8380 ,0.0885 ,0
23.774436 ,14.003314 ,0.8380 ,0.1960 ,0
337.925217 ,11.876167 ,0.8380 ,0.1306 ,0
195.880391 ,26.463798 ,0.8379 ,0.1056 ,0
186.782713 ,9.219051 ,0.8379 ,0.1428 ,0
200.273982 ,33.939558 ,0.8378 ,0.0597 ,0
241.637378 ,18.758786 ,0.8378 ,0.0891 ,0
238.712575 ,50.694925 ,0.8377 ,0.0763 ,0
344.267345 ,25.725066 ,0.8377 ,0.2729 ,0
233.227574 ,7.337499 ,0.8377 ,0.2024 ,0
151.279823 ,53.785566 ,0.8377 ,0.1619 ,0
212.864197 ,14.882539 ,0.8373 ,0.3488 ,0
161.324976 ,0.018865 ,0.8373 ,0.1055 ,0
250.864684 ,9.259735 ,0.8371 ,0.0707 ,0
190.684705 ,34.104069 ,0.8370 ,0.3581 ,0
249.262329 ,20.872022 ,0.8370 ,0.1151 ,0
19.561188 ,15.098754 ,0.8369 ,0.1790 ,0
170.842128 ,63.369067 ,0.8369 ,0.2846 ,0
191.609688 ,34.081776 ,0.8367 ,0.0700 ,0
233.915154 ,37.254278 ,0.8367 ,0.0386 ,0
138.195985 ,8.938304 ,0.8366 ,0.0991 ,0
7.875572 ,10.070291 ,0.8365 ,0.0862 ,0
219.448339 ,9.787535 ,0.8363 ,0.1208 ,0
148.560820 ,37.298861 ,0.8363 ,0.3418 ,0
138.129154 ,31.591159 ,0.8362 ,0.0821 ,0
19.162391 ,12.525449 ,0.8362 ,0.2561 ,0
173.074942 ,-2.319739 ,0.8361 ,0.0946 ,0
142.572721 ,22.754694 ,0.8360 ,0.0967 ,0
32.236084 ,-8.173120 ,0.8359 ,0.2753 ,0
192.422853 ,30.752388 ,0.8359 ,0.4340 ,0
334.089080 ,9.391688 ,0.8358 ,0.0430 ,0
126.590129 ,20.270557 ,0.8358 ,0.4149 ,0
198.673167 ,22.472454 ,0.8357 ,0.2378 ,0
214.711504 ,11.288779 ,0.8357 ,0.3784 ,0
49.344743 ,17.133254 ,0.8355 ,0.4800 ,0
164.750079 ,18.538743 ,0.8355 ,0.0926 ,0
355.761845 ,-4.524994 ,0.8354 ,0.2890 ,0
177.006081 ,54.004554 ,0.8352 ,0.1361 ,0
169.405899 ,44.671400 ,0.8352 ,0.1459 ,0
172.239487 ,20.241689 ,0.8351 ,0.1400 ,0
0.207964 ,5.105590 ,0.8351 ,0.1980 ,0
148.572957 ,7.207728 ,0.8349 ,0.2012 ,0
129.801551 ,27.923291 ,0.8349 ,0.0373 ,0
195.130653 ,28.950430 ,0.8348 ,0.1640 ,0
130.658284 ,-2.298948 ,0.8348 ,0.0854 ,0
217.153596 ,-21.657291 ,0.8346 ,0.0974 ,0
185.846091 ,14.805042 ,0.8346 ,0.1743 ,0
152.508648 ,17.009601 ,0.8346 ,0.1066 ,0
218.385758 ,2.481050 ,0.8346 ,0.0669 ,0
239.533688 ,42.461339 ,0.8344 ,0.0853 ,0
169.908811 ,53.581076 ,0.8344 ,0.1522 ,0
194.561079 ,32.672947 ,0.8343 ,0.0833 ,0
123.130107 ,28.166623 ,0.8342 ,0.0931 ,0
158.409447 ,21.751208 ,0.8341 ,0.0811 ,0
213.813525 ,11.312093 ,0.8341 ,0.0788 ,0
312.576592 ,-15.924523 ,0.8341 ,0.1903 ,0
9.256997 ,3.432894 ,0.8338 ,0.3142 ,0
155.823594 ,58.057087 ,0.8337 ,0.1238 ,0
191.752623 ,32.651604 ,0.8337 ,0.2406 ,0
36.363613 ,12.820066 ,0.8337 ,0.0455 ,0
215.283322 ,-21.497421 ,0.8336 ,0.1474 ,0
214.111221 ,63.473212 ,0.8336 ,0.0278 ,0
234.752540 ,13.476590 ,0.8335 ,0.0624 ,0
252.851481 ,41.137924 ,0.8335 ,0.0911 ,0
205.070870 ,2.443773 ,0.8335 ,0.2890 ,0
134.236600 ,56.026215 ,0.8334 ,0.1480 ,0
167.987965 ,48.447198 ,0.8333 ,0.1141 ,0
204.838917 ,0.472350 ,0.8333 ,0.1099 ,0
235.741262 ,16.778700 ,0.8332 ,0.2621 ,0
326.878351 ,22.164530 ,0.8332 ,0.1986 ,0
184.147646 ,-0.709785 ,0.8331 ,0.0412 ,0
166.520829 ,10.038420 ,0.8331 ,0.1554 ,0
147.586253 ,53.598619 ,0.8331 ,0.0576 ,0
118.459650 ,26.991079 ,0.8331 ,0.2090 ,0
122.265199 ,16.679156 ,0.8328 ,0.3646 ,0
145.646396 ,14.306953 ,0.8328 ,0.0257 ,0
145.735552 ,12.359576 ,0.8328 ,0.0888 ,0
198.930043 ,30.753599 ,0.8327 ,0.0794 ,0
156.142704 ,61.732631 ,0.8327 ,0.2339 ,0
189.552408 ,25.410905 ,0.8327 ,0.1166 ,0
229.079079 ,17.208091 ,0.8327 ,0.1043 ,0
145.845178 ,28.805540 ,0.8326 ,0.0325 ,0
38.979850 ,-4.224964 ,0.8325 ,0.1386 ,0
131.091388 ,9.537192 ,0.8325 ,0.3328 ,0
204.374016 ,7.307012 ,0.8325 ,0.2295 ,0
333.162141 ,5.873997 ,0.8324 ,0.1099 ,0
350.365621 ,19.814630 ,0.8323 ,0.0843 ,0
179.146831 ,25.823039 ,0.8323 ,0.0984 ,0
140.606325 ,29.194213 ,0.8323 ,0.1167 ,0
218.920949 ,6.551560 ,0.8322 ,0.1676 ,0
170.386959 ,54.080174 ,0.8321 ,0.0528 ,0
191.231380 ,-6.996414 ,0.8321 ,0.2387 ,0
165.468266 ,14.355265 ,0.8320 ,0.0372 ,0
116.592770 ,15.044995 ,0.8320 ,0.1824 ,0
253.801953 ,48.651462 ,0.8320 ,0.0353 ,0
347.986278 ,14.413341 ,0.8320 ,0.4431 ,0
133.697285 ,39.750676 ,0.8319 ,0.0686 ,0
135.465244 ,40.920836 ,0.8318 ,0.0434 ,0
352.607543 ,23.258119 ,0.8317 ,0.0852 ,0
53.227961 ,-14.845972 ,0.8317 ,0.0349 ,0
204.101209 ,22.788994 ,0.8317 ,0.0439 ,0
128.055263 ,25.612051 ,0.8316 ,0.0780 ,0
247.421928 ,16.483676 ,0.8316 ,0.1673 ,0
15.645207 ,30.915300 ,0.8316 ,0.1084 ,0
218.590707 ,-1.007842 ,0.8314 ,0.1411 ,0
322.137308 ,5.177037 ,0.8314 ,0.0609 ,0
256.820358 ,67.011508 ,0.8313 ,0.1143 ,0
261.665313 ,44.694901 ,0.8313 ,0.0976 ,0
250.398632 ,9.432310 ,0.8313 ,0.4491 ,0
56.433129 ,-6.912781 ,0.8312 ,0.0906 ,0
340.016312 ,29.357046 ,0.8311 ,0.4366 ,0
179.656265 ,19.112854 ,0.8311 ,0.0935 ,0
231.484130 ,54.956033 ,0.8311 ,0.0946 ,0
155.637485 ,20.702371 ,0.8310 ,0.0261 ,0
176.639049 ,-3.140766 ,0.8310 ,0.0976 ,0
207.080411 ,13.482647 ,0.8309 ,0.0618 ,0
204.975128 ,25.703527 ,0.8309 ,0.0723 ,0
163.885414 ,44.953467 ,0.8309 ,0.0685 ,0
242.039219 ,3.679125 ,0.8309 ,0.0569 ,0
51.239106 ,38.878025 ,0.8309 ,0.1267 ,0
7.702082 ,2.023968 ,0.8309 ,0.0555 ,0
55.548883 ,-0.353626 ,0.8308 ,0.3141 ,0
194.965804 ,39.972950 ,0.8308 ,0.0882 ,0
141.427743 ,34.856613 ,0.8307 ,0.3170 ,0
236.865233 ,55.230130 ,0.8307 ,0.0693 ,0
231.132850 ,30.347161 ,0.8306 ,0.0536 ,0
246.742048 ,10.224581 ,0.8306 ,0.1724 ,0
209.706887 ,2.036175 ,0.8306 ,0.1351 ,0
177.310352 ,36.762467 ,0.8306 ,0.1469 ,0
22.404234 ,8.816942 ,0.8305 ,0.0675 ,0
197.611809 ,24.919645 ,0.8304 ,0.5576 ,0
338.446958 ,35.330413 ,0.8304 ,0.0784 ,0
117.009643 ,28.405053 ,0.8304 ,0.3392 ,0
116.928427 ,-0.774806 ,0.8304 ,0.7932 ,0
30.856175 ,-7.279578 ,0.8303 ,0.2288 ,0
235.529086 ,12.650638 ,0.8303 ,0.0444 ,0
116.464609 ,11.488152 ,0.8302 ,0.1747 ,0
159.698233 ,29.114180 ,0.8301 ,0.3172 ,0
215.225882 ,21.984159 ,0.8300 ,0.0861 ,0
267.446102 ,60.263855 ,0.8300 ,0.0652 ,0
285.601631 ,63.683555 ,0.8300 ,0.1034 ,0
231.275108 ,26.645515 ,0.8299 ,0.0861 ,0
26.411853 ,33.935988 ,0.8299 ,0.1429 ,0
236.606796 ,4.427437 ,0.8298 ,0.3968 ,0
242.809179 ,51.192419 ,0.8297 ,0.3245 ,0
196.088494 ,24.430368 ,0.8297 ,0.1225 ,0
247.152275 ,7.573896 ,0.8297 ,0.4184 ,0
153.931135 ,42.090159 ,0.8297 ,0.2112 ,0
247.675942 ,39.083206 ,0.8297 ,0.1265 ,0
179.254651 ,21.166667 ,0.8297 ,0.1103 ,0
6.607523 ,25.514845 ,0.8296 ,0.0676 ,0
249.381892 ,26.359641 ,0.8295 ,0.0881 ,0
39.386003 ,2.393279 ,0.8294 ,0.2193 ,0
136.290728 ,55.563867 ,0.8294 ,0.3220 ,0
270.072232 ,48.634173 ,0.8293 ,0.1964 ,0
123.370999 ,0.187965 ,0.8292 ,0.2736 ,0
207.035120 ,5.698563 ,0.8291 ,0.1002 ,0
202.559220 ,26.583406 ,0.8291 ,0.2052 ,0
160.752341 ,10.673568 ,0.8291 ,0.1042 ,0
183.218418 ,33.205429 ,0.8290 ,0.0853 ,0
131.684585 ,17.675559 ,0.8290 ,0.0871 ,0
145.837091 ,38.392028 ,0.8288 ,0.0405 ,0
140.626837 ,0.146884 ,0.8288 ,0.1202 ,0
296.933954 ,62.567799 ,0.8287 ,0.3685 ,0
6.172159 ,-3.817747 ,0.8287 ,0.1734 ,0
194.190480 ,-21.980375 ,0.8287 ,0.1346 ,0
191.877768 ,-11.750585 ,0.8286 ,0.0712 ,0
329.664103 ,15.373429 ,0.8286 ,0.2218 ,0
206.002284 ,4.734512 ,0.8286 ,0.0560 ,0
1.385575 ,8.737617 ,0.8285 ,0.1605 ,0
185.890513 ,27.643515 ,0.8285 ,0.1088 ,0
141.308779 ,12.156051 ,0.8285 ,0.1459 ,0
191.439177 ,52.950850 ,0.8285 ,0.1818 ,0
64.318419 ,-5.729687 ,0.8285 ,0.1126 ,0
154.587325 ,-2.737820 ,0.8284 ,0.0813 ,0
350.667987 ,29.003646 ,0.8284 ,0.0449 ,0
224.086216 ,53.726897 ,0.8283 ,0.0604 ,0
259.075936 ,38.290874 ,0.8283 ,0.1702 ,0
12.688023 ,-6.859347 ,0.8283 ,0.1191 ,0
196.974687 ,54.379241 ,0.8283 ,0.0697 ,0
229.179297 ,47.524217 ,0.8283 ,0.1401 ,0
26.898912 ,11.468033 ,0.8283 ,0.1116 ,0
185.522410 ,23.885232 ,0.8282 ,0.1884 ,0
105.065890 ,30.152938 ,0.8281 ,0.0681 ,0
225.122618 ,41.276315 ,0.8281 ,0.1043 ,0
185.390506 ,46.215586 ,0.8281 ,0.2818 ,0
33.825700 ,-5.974857 ,0.8281 ,0.0698 ,0
220.633000 ,42.475778 ,0.8281 ,0.2307 ,0
42.125272 ,-1.030589 ,0.8280 ,0.0660 ,0
206.080248 ,43.819269 ,0.8280 ,0.0836 ,0
145.763480 ,6.532370 ,0.8280 ,0.0730 ,0
111.446358 ,29.952691 ,0.8280 ,0.2782 ,0
253.855599 ,75.472412 ,0.8280 ,0.0205 ,0
348.871930 ,13.136593 ,0.8280 ,0.0566 ,0
140.184056 ,3.223396 ,0.8279 ,0.0608 ,0
211.187173 ,30.133588 ,0.8279 ,0.0902 ,0
223.839424 ,20.245327 ,0.8279 ,0.1156 ,0
197.425053 ,1.388201 ,0.8279 ,0.0583 ,0
196.744892 ,4.466348 ,0.8278 ,0.0467 ,0
240.518083 ,46.713763 ,0.8278 ,0.0362 ,0
205.237859 ,45.878498 ,0.8278 ,0.0547 ,0
177.931428 ,6.529719 ,0.8277 ,0.0378 ,0
17.251465 ,33.522922 ,0.8277 ,0.1446 ,0
157.741728 ,20.081930 ,0.8277 ,0.2058 ,0
223.862478 ,8.520110 ,0.8277 ,0.3631 ,0
32.154047 ,45.836339 ,0.8277 ,1.0488 ,0
23.062866 ,3.885008 ,0.8276 ,0.1629 ,0
199.951085 ,34.236022 ,0.8276 ,0.2621 ,0
180.806839 ,18.374709 ,0.8276 ,0.1336 ,0
135.230248 ,31.993137 ,0.8276 ,0.1861 ,0
307.686691 ,5.287527 ,0.8275 ,0.8648 ,0
157.293083 ,22.774935 ,0.8275 ,0.3521 ,0
234.669803 ,22.444096 ,0.8275 ,0.1611 ,0
217.198011 ,50.938938 ,0.8275 ,0.0671 ,0
178.127628 ,45.727964 ,0.8274 ,0.0776 ,0
146.343237 ,15.787410 ,0.8274 ,0.2356 ,0
255.955636 ,40.895431 ,0.8274 ,0.6432 ,0
170.841733 ,45.754529 ,0.8274 ,0.0982 ,0
312.750716 ,15.622321 ,0.8274 ,0.2308 ,0
224.050501 ,5.732534 ,0.8274 ,0.0875 ,0
204.329213 ,33.143392 ,0.8274 ,0.0455 ,0
172.335075 ,2.913431 ,0.8274 ,0.0489 ,0
114.795637 ,-10.546272 ,0.8274 ,1.8029 ,0
247.724456 ,40.115249 ,0.8274 ,0.1060 ,0
350.540981 ,4.147753 ,0.8274 ,0.1532 ,0
126.581318 ,1.150257 ,0.8273 ,0.3717 ,0
225.145261 ,49.429669 ,0.8273 ,0.1065 ,0
202.542385 ,31.279644 ,0.8273 ,0.0878 ,0
199.176356 ,-3.145361 ,0.8273 ,0.1713 ,0
239.744481 ,11.360052 ,0.8273 ,0.1276 ,0
357.168188 ,11.023321 ,0.8273 ,0.2202 ,0
181.281523 ,53.897915 ,0.8273 ,0.1308 ,0
187.948046 ,25.987985 ,0.8272 ,0.1440 ,0
168.212020 ,31.375113 ,0.8272 ,0.4086 ,0
182.468586 ,14.897387 ,0.8271 ,0.0864 ,0
176.929301 ,37.139763 ,0.8271 ,0.1144 ,0
163.149798 ,39.803792 ,0.8271 ,0.1270 ,0
128.831442 ,27.487585 ,0.8271 ,0.1022 ,0
245.610918 ,38.386373 ,0.8271 ,0.1797 ,0
215.285562 ,35.296371 ,0.8271 ,0.2152 ,0
233.178740 ,43.064047 ,0.8270 ,0.3833 ,0
242.366959 ,6.066704 ,0.8270 ,0.4095 ,0
7.443801 ,1.533494 ,0.8269 ,0.0846 ,0
246.768361 ,51.613965 ,0.8269 ,0.1729 ,0
240.757569 ,29.125750 ,0.8269 ,0.1228 ,0
194.908849 ,6.446287 ,0.8269 ,0.1212 ,0
194.157659 ,35.821563 ,0.8269 ,0.0507 ,0
177.517993 ,9.608970 ,0.8268 ,0.0410 ,0
196.718935 ,34.575983 ,0.8268 ,0.0441 ,0
190.719366 ,55.145808 ,0.8268 ,0.4701 ,0
160.106921 ,46.688630 ,0.8268 ,0.0779 ,0
201.773734 ,51.220827 ,0.8267 ,0.1714 ,0
220.111051 ,27.597486 ,0.8267 ,0.1007 ,0
9.834079 ,2.888404 ,0.8267 ,0.1688 ,0
229.631054 ,0.522459 ,0.8267 ,0.0477 ,0
248.057257 ,38.655588 ,0.8267 ,0.0766 ,0
204.239415 ,32.035901 ,0.8266 ,0.3428 ,0
123.919578 ,27.008342 ,0.8265 ,0.1184 ,0
243.195214 ,45.556349 ,0.8265 ,0.1402 ,0
185.874890 ,2.008082 ,0.8265 ,0.1787 ,0
255.550185 ,61.958538 ,0.8265 ,0.1190 ,0
260.527321 ,57.068435 ,0.8264 ,0.2049 ,0
154.776101 ,34.655056 ,0.8264 ,0.2245 ,0
120.388654 ,6.127158 ,0.8263 ,0.3573 ,0
169.993914 ,29.612717 ,0.8263 ,0.0446 ,0
196.908800 ,4.285493 ,0.8263 ,0.0438 ,0
217.000408 ,27.238395 ,0.8262 ,0.2554 ,0
164.599895 ,16.734428 ,0.8262 ,0.1013 ,0
31.200124 ,1.207770 ,0.8262 ,0.0843 ,0
185.414344 ,55.803380 ,0.8262 ,0.2588 ,0
207.566396 ,42.026968 ,0.8262 ,0.0880 ,0
168.747541 ,-13.767641 ,0.8262 ,0.4876 ,0
10.434817 ,-8.768134 ,0.8261 ,0.1884 ,0
169.340351 ,25.449634 ,0.8261 ,0.1586 ,0
358.831682 ,3.823817 ,0.8260 ,0.3430 ,0
131.806800 ,61.384131 ,0.8260 ,0.1079 ,0
3.622708 ,24.480431 ,0.8260 ,0.0444 ,0
173.422870 ,17.659989 ,0.8260 ,0.0375 ,0
5.899096 ,15.235307 ,0.8259 ,0.1767 ,0
230.416746 ,15.286006 ,0.8259 ,0.4069 ,0
154.675992 ,25.285565 ,0.8259 ,0.0585 ,0
198.159530 ,26.798599 ,0.8258 ,0.0864 ,0
143.815475 ,22.280934 ,0.8258 ,0.0591 ,0
265.483861 ,51.241560 ,0.8258 ,0.1543 ,0
204.465958 ,34.163152 ,0.8258 ,0.0388 ,0
226.753299 ,10.580012 ,0.8258 ,0.0786 ,0
149.300227 ,23.118445 ,0.8258 ,0.1095 ,0
317.430950 ,-7.000175 ,0.8258 ,0.3236 ,0
163.292636 ,22.069259 ,0.8257 ,0.0290 ,0
239.242559 ,11.506925 ,0.8257 ,0.0878 ,0
51.832487 ,3.920159 ,0.8257 ,0.1340 ,0
145.489912 ,13.368080 ,0.8256 ,0.0649 ,0
231.689886 ,35.027003 ,0.8256 ,0.1625 ,0
175.918680 ,62.810446 ,0.8256 ,0.0602 ,0
174.933039 ,24.958731 ,0.8256 ,0.0672 ,0
21.590958 ,-7.990435 ,0.8256 ,0.1000 ,0
157.158534 ,14.525309 ,0.8256 ,0.0590 ,0
177.284816 ,37.486919 ,0.8255 ,0.1820 ,0
52.431996 ,40.351230 ,0.8255 ,0.2202 ,0
201.928879 ,20.978106 ,0.8255 ,0.2018 ,0
240.115407 ,31.642930 ,0.8254 ,0.0478 ,0
242.411047 ,46.571763 ,0.8254 ,0.2077 ,0
143.312562 ,23.453847 ,0.8253 ,0.0326 ,0
228.018894 ,7.025855 ,0.8253 ,0.1256 ,0
246.462470 ,21.380489 ,0.8253 ,0.0669 ,0
223.524992 ,21.684273 ,0.8252 ,0.2404 ,0
205.718655 ,16.401306 ,0.8252 ,0.2536 ,0
182.505757 ,26.660227 ,0.8252 ,0.5686 ,0
24.570608 ,13.092880 ,0.8250 ,0.0407 ,0
201.382693 ,63.868343 ,0.8250 ,0.0528 ,0
235.617186 ,-14.324827 ,0.8250 ,0.1495 ,0
22.944229 ,-2.667053 ,0.8250 ,0.2082 ,0
150.505534 ,-2.263243 ,0.8250 ,0.4396 ,0
209.952250 ,4.262324 ,0.8249 ,0.1309 ,0
175.878022 ,22.545343 ,0.8249 ,0.1700 ,0
245.050454 ,36.367728 ,0.8249 ,0.5044 ,0
194.399092 ,9.992016 ,0.8249 ,0.0714 ,0
233.090212 ,3.510354 ,0.8248 ,0.1369 ,0
209.038506 ,26.652790 ,0.8248 ,0.0803 ,0
113.069830 ,33.667948 ,0.8248 ,0.2905 ,0
243.863776 ,42.775996 ,0.8248 ,0.1558 ,0
63.422954 ,-5.200178 ,0.8246 ,0.0874 ,0
19.388942 ,18.975263 ,0.8246 ,0.0757 ,0
172.611266 ,24.642029 ,0.8246 ,0.0558 ,0
134.962586 ,29.793115 ,0.8246 ,0.1147 ,0
352.843423 ,27.097786 ,0.8246 ,0.0688 ,0
359.155394 ,33.667094 ,0.8246 ,0.1549 ,0
11.834635 ,26.029869 ,0.8246 ,0.0780 ,0
191.357541 ,-21.411092 ,0.8245 ,0.0785 ,0
251.781057 ,25.470583 ,0.8245 ,0.0356 ,0
